0	+5.171404e+05	-3.520837e+05
1	+1.048921e+06	-5.939961e+05
2	+1.069985e+06	-6.062500e+05
3	+1.070537e+06	-6.161758e+05
4	+1.055481e+06	-6.134684e+05
5	+1.060168e+06	-5.946829e+05
6	+1.059093e+06	-6.221567e+05
7	+1.056307e+06	-6.119487e+05
8	+1.052383e+06	-6.107039e+05
9	+1.056325e+06	-6.061424e+05
10	+1.074062e+06	-6.045204e+05
11	+1.041902e+06	-6.067630e+05
12	+1.036749e+06	-6.025426e+05
13	+1.062817e+06	-6.064990e+05
14	+1.061909e+06	-5.847420e+05
15	+1.046553e+06	-6.149073e+05
16	+1.057502e+06	-6.070001e+05
17	+1.046285e+06	-5.955895e+05
18	+1.072385e+06	-5.981123e+05
19	+1.061958e+06	-5.879751e+05
20	+1.061973e+06	-6.031840e+05
21	+1.039796e+06	-6.108436e+05
22	+1.073768e+06	-5.951334e+05
23	+1.045445e+06	-6.020096e+05
24	+1.065664e+06	-5.987775e+05
25	+1.069211e+06	-5.995098e+05
26	+1.055818e+06	-6.134441e+05
27	+1.067463e+06	-5.913960e+05
28	+1.061269e+06	-5.967091e+05
29	+1.042232e+06	-6.076404e+05
30	+1.062976e+06	-6.057892e+05
31	+1.053448e+06	-5.842050e+05
32	+1.037432e+06	-6.036975e+05
33	+1.039683e+06	-6.254910e+05
34	+1.037728e+06	-6.003363e+05
35	+1.032696e+06	-6.000654e+05
36	+1.062473e+06	-5.852216e+05
37	+1.046032e+06	-6.128872e+05
38	+1.058398e+06	-5.992037e+05
39	+1.060692e+06	-6.179033e+05
40	+1.047354e+06	-5.926317e+05
41	+1.046965e+06	-6.024213e+05
42	+1.057424e+06	-5.966817e+05
43	+1.045839e+06	-5.922045e+05
44	+1.055156e+06	-5.965532e+05
45	+1.060780e+06	-6.253944e+05
46	+1.069504e+06	-6.098315e+05
47	+1.065195e+06	-5.975763e+05
48	+1.049667e+06	-6.016612e+05
49	+1.051010e+06	-6.264745e+05
50	+1.052982e+06	-5.903860e+05
51	+1.058216e+06	-6.018604e+05
52	+1.069984e+06	-6.098299e+05
53	+1.058660e+06	-6.055355e+05
54	+1.050857e+06	-6.079348e+05
55	+1.057189e+06	-6.111286e+05
56	+1.054612e+06	-6.183783e+05
57	+1.044073e+06	-6.043599e+05
58	+1.062490e+06	-6.159238e+05
59	+1.060311e+06	-6.070530e+05
60	+1.030411e+06	-6.023959e+05
61	+1.054277e+06	-5.743415e+05
62	+1.058749e+06	-6.017034e+05
63	+1.056258e+06	-6.149106e+05
64	+1.057745e+06	-6.186458e+05
65	+1.061174e+06	-6.044630e+05
66	+1.049984e+06	-6.021396e+05
67	+1.051454e+06	-6.003771e+05
68	+1.045865e+06	-6.153908e+05
69	+1.033113e+06	-6.091665e+05
70	+1.055308e+06	-6.062151e+05
71	+1.064020e+06	-6.031939e+05
72	+1.054543e+06	-5.918951e+05
73	+1.046713e+06	-6.097034e+05
