0	+3.668368e+04	-1.141376e+06
1	+4.484564e+04	-1.202067e+06
2	+4.610830e+04	-1.219137e+06
3	+4.012599e+04	-1.200393e+06
4	+4.383664e+04	-1.196239e+06
5	+3.493288e+04	-1.190029e+06
6	+4.083798e+04	-1.212362e+06
7	+5.218349e+04	-1.217908e+06
8	+3.262870e+04	-1.218637e+06
9	+2.483186e+04	-1.198687e+06
10	+4.258957e+04	-1.223207e+06
11	+5.153902e+04	-1.187382e+06
12	+3.651237e+04	-1.209999e+06
13	+4.048433e+04	-1.218598e+06
14	+3.877079e+04	-1.197099e+06
15	+3.028777e+04	-1.236596e+06
16	+4.764356e+04	-1.213518e+06
17	+4.219050e+04	-1.209019e+06
18	+3.997420e+04	-1.199576e+06
19	+4.720018e+04	-1.224051e+06
20	+4.324667e+04	-1.217054e+06
21	+4.187934e+04	-1.207549e+06
22	+3.994300e+04	-1.225410e+06
23	+3.752411e+04	-1.203770e+06
24	+2.036887e+04	-1.209514e+06
25	+4.174171e+04	-1.214387e+06
26	+4.649759e+04	-1.205592e+06
27	+4.377242e+04	-1.210570e+06
28	+6.124001e+04	-1.229910e+06
29	+2.850649e+04	-1.190799e+06
30	+5.195793e+04	-1.205961e+06
31	+5.248787e+04	-1.203257e+06
32	+3.612610e+04	-1.204468e+06
33	+2.636841e+04	-1.206833e+06
34	+3.834971e+04	-1.219795e+06
35	+5.202048e+04	-1.211275e+06
36	+7.671343e+04	-1.222895e+06
37	+5.800118e+04	-1.215555e+06
38	+3.276920e+04	-1.192870e+06
39	+4.786085e+04	-1.183642e+06
40	+5.518104e+04	-1.204159e+06
41	+2.713676e+04	-1.209250e+06
42	+4.780716e+04	-1.232524e+06
43	+4.670308e+04	-1.212157e+06
44	+3.794802e+04	-1.216557e+06
45	+3.715086e+04	-1.199151e+06
46	+3.391135e+04	-1.215748e+06
47	+2.556602e+04	-1.226466e+06
48	+2.961737e+04	-1.205826e+06
49	+2.439112e+04	-1.202799e+06
50	+5.007957e+04	-1.200001e+06
51	+3.885434e+04	-1.217643e+06
52	+3.014839e+04	-1.209777e+06
53	+4.417869e+04	-1.212945e+06
54	+1.895646e+04	-1.216000e+06
55	+2.408944e+04	-1.205180e+06
56	+3.685548e+04	-1.223899e+06
57	+2.806557e+04	-1.208806e+06
58	+2.637347e+04	-1.205562e+06
59	+3.331804e+04	-1.194986e+06
60	+3.661939e+04	-1.214601e+06
61	+3.823341e+04	-1.200866e+06
62	+5.096956e+04	-1.197218e+06
63	+4.994584e+04	-1.203806e+06
64	+5.771109e+04	-1.214915e+06
65	+2.240042e+04	-1.230808e+06
66	+5.028444e+04	-1.201660e+06
67	+4.847177e+04	-1.219005e+06
68	+4.434637e+04	-1.203316e+06
69	+4.437131e+04	-1.230219e+06
70	+5.379940e+04	-1.205618e+06
71	+4.120678e+04	-1.214469e+06
72	+5.630679e+04	-1.212086e+06
73	+4.722146e+04	-1.223503e+06
74	+4.793812e+04	-1.199824e+06
75	+3.509623e+04	-1.221232e+06
76	+4.460271e+04	-1.205734e+06
77	+3.710143e+04	-1.192032e+06
78	+5.059961e+04	-1.199829e+06
79	+5.077595e+04	-1.218520e+06
80	+4.943641e+04	-1.198529e+06
81	+4.963988e+04	-1.231306e+06
82	+5.606358e+04	-1.201381e+06
83	+5.269279e+04	-1.222384e+06
84	+5.339584e+04	-1.220210e+06
85	+4.240690e+04	-1.222458e+06
86	+6.392889e+04	-1.206883e+06
87	+5.234836e+04	-1.187982e+06
88	+4.062087e+04	-1.212831e+06
89	+3.537516e+04	-1.205099e+06
90	+6.046453e+04	-1.205151e+06
91	+3.161746e+04	-1.218005e+06
92	+2.704204e+04	-1.208275e+06
93	+5.840604e+04	-1.226551e+06
94	+3.544412e+04	-1.219742e+06
95	+3.820865e+04	-1.187698e+06
96	+5.232564e+04	-1.195837e+06
97	+4.900807e+04	-1.220490e+06
98	+3.374558e+04	-1.207830e+06
99	+5.289162e+04	-1.215778e+06
100	+3.045437e+04	-1.210373e+06
101	+3.834870e+04	-1.217437e+06
102	+4.392737e+04	-1.217968e+06
103	+4.715654e+04	-1.211402e+06
104	+4.540633e+04	-1.223011e+06
105	+4.964076e+04	-1.223421e+06
106	+4.239314e+04	-1.209922e+06
107	+1.903713e+04	-1.210936e+06
108	+4.853615e+04	-1.219220e+06
109	+3.545760e+04	-1.212077e+06
110	+5.456924e+04	-1.226894e+06
111	+4.427251e+04	-1.216831e+06
112	+3.527979e+04	-1.223065e+06
113	+2.376210e+04	-1.197495e+06
114	+3.623231e+04	-1.214753e+06
115	+2.523145e+04	-1.204545e+06
116	+4.505372e+04	-1.207896e+06
117	+2.635054e+04	-1.210311e+06
118	+3.689593e+04	-1.213705e+06
119	+2.361479e+04	-1.219825e+06
120	+4.618042e+04	-1.224215e+06
121	+4.127487e+04	-1.206253e+06
122	+2.612076e+04	-1.222358e+06
123	+6.100903e+04	-1.198897e+06
124	+3.527026e+04	-1.216584e+06
125	+4.755232e+04	-1.218664e+06
126	+3.617677e+04	-1.224175e+06
127	+4.171374e+04	-1.231051e+06
128	+4.602890e+04	-1.211912e+06
129	+5.238899e+04	-1.198573e+06
130	+3.825958e+04	-1.218451e+06
131	+4.278833e+04	-1.221949e+06
132	+6.564496e+04	-1.215470e+06
133	+4.743561e+04	-1.201549e+06
134	+6.047279e+04	-1.192084e+06
135	+4.542577e+04	-1.203336e+06
